Model,Configuration,Candidate,Validation Macro F1,Validation Accuracy,Validation Balanced Accuracy,Validation Weighted F1
Gradient Boosting,Tuned,Tuned Gradient Boosting,0.8977760050085329,0.9075144508670521,0.8978937333049685,0.9070992449361578
