Experiment,Accuracy,Balanced_Accuracy,Macro_F1,Weighted_F1
Original_16_Features,0.9075144508670521,0.8978937333049685,0.8977760050085329,0.9070992449361578
Original_Plus_BMI,0.9046242774566474,0.8950141147293504,0.8946137283017179,0.9043134886169275
